,comment
11,primera vez en México también playa carmen desafortunadamente el tiempo realmente decepcionó cualquier cosa día sin gente tratando de comer todo como gastar poco cuesta pesos tacos también aparentemente fue a la tienda de tequila compró tequila extra caro propina importa comprar excepto tal vez comprar a menos que amor arrancado productos baratos un día aparentemente obtuvo comida gratis hotel compró boletos parque cuidado la mayor estafa jamás desayuno sí también minuto hotel hombres mujeres hacen preguntas intentar vender curso completamente ofertas comienzo guía del hotel preguntas más largas gerente vino gerente internacional supuesto letrero de inmediato preguntó llévanos mirar más de cerca quiero dejarnos ofrecernos incluso grupo llamado algo genial escuchar decir hablar especialmente tengo México hace años quería un año particularmente amigable con los niños o ve signos de dólar.
12,hotel cerrar avenida concurrida lleno restaurantes bares tiendas de souvenirs fue día mal momento muchas personas aprecian ambiente colorido cada negocio música ver atmósfera se vuelve agradable encontrado agradables restaurantes como segundo piso avenida algo sorprendido primero encontrar lugar llamado cachorros animales salvajes tigres leones cargar tomar fotos segundo ver muchas personas interesadas maltrato animal lugar temprano tarde en la noche un día vi animales mañana noche dejar descansar personal agresivo preguntar tipo animales negocio permitido
13,revisar específicamente el área circundante hotel resort mujeres viajeras se sintieron importantes compartir experiencia honestamente desafortunadamente los alrededores se sintieron incómodos momentos particularmente caminando cerca de tiendas público experimentado acoso hombres cualquier cosa alguna vez comentarios repetidas veces persistente tomar sentido veces agresivo hacer relajado sentirse estresante inseguro sucedió cómodo área de fieltro mujeres sin pareja masculina familia por favor cauteloso sentirse educado involucrarse confianza ignorar atención seguridad tiempos importante mujeres viajeras consciente visitar hacer tomar
14,calle comercial playa carmen conocida th avenida calle bastante larga encontrar tipos souvenirs dinero curso numerosos bares restaurantes ir oscurece mucho calor artistas callejeros taxis por todas partes agarrar uno sentir como
15,la calle corre paralela a la playa innumerables tiendas bares restaurantes etc todo completamente caro comida bebidas souvenirs hechos a mano constantemente preguntado comprar comer restaurante agotador la avenida realmente cobra vida
16,turistas lugar concurrido muchos bares restaurantes tiendas de souvenirs constantemente acosados ​​alentar entrar tiendas restaurantes decir dejar en paz precios agresivos bastante alto ir calle al lado mucho precios accesibles fue th comprar souvenirs regalos terminal de taxis th th avenida fácil moverse se quedó hotel pagó pesos viaje pesos ida y vuelta asequible th ver no taxis precios ver estafas
17,"mexicano muy cursi el verdadero México prefiere el viejo México tradicional amo el tequila, sin embargo, haga todo lo posible para rasgar el tequila real, compre el tequila, intente vender, generalmente, de gama baja, vendedores de tratos de mala calidad, como los mercados, la experiencia de México, sin embargo, el México tradicional, disfrute, otros pueden encontrarlo increíble, asegúrese de encontrar la mejor comida."
18,lugar familiar ir a comprar souvenirs muchos tipos negocios tiendas bares restaurantes ocupado especialmente tarde noche disfrutar del recorrido mucho ya que llegan muchos música en vivo lugar cultural lugar fiesta tienda disfrutar solo pareja familia debe visitar ven mexicano
19,ª avenida playa carmen larga calle peatonal ciudad playa paralela calle ciudad todo lo que uno pueda desear negocios que ofrecen bebida barata tacos baratos souvenirs baratos taxis ofertas de viajes por todas partes vendedores tiendas tratando de llamar la atención cursi molesto bien podría encajar calle cursi calle cursi pueblo decir
20,buena experiencia fui hotel playa carmen mucho aire viejo bien muchas tiendas comprar souvenirs tequila buenos precios bueno mejor precio hotel comimos restaurante típico mexicano llamado delicioso bien de precio
21,"Un poco caro, se esperaría que fuera un importante destino turístico. Un lugar para comprar. Sugiero consultar las tiendas. El rango de precios es bastante amplio."
22,ok necesita algo calle probablemente quiera explorar disfrutar de las compras de la tarde dar señorita izquierda derecha gritando intentar almacenar mejor oferta hotel mirar pulseras turistas conocen resort oye recuerda camarero pulsera del hotel mira conseguir lo que sea necesidad se pone como persistente hecho molesto intentando vender algo primeras palabras mentira confianza lejos uno dos podría cada segundo calle llena tiendas turista tatuaje producido en masa basura caro bastante horas la vida nunca vuelve también atracción animal a mitad de camino calle llamada odio animales salvajes entretenimiento visto muerto cualquier cosa como mucho menos dar dinero pequeña parte drogado cachorro de tigre grande afuera mostrando sentir necesidad mucha gente dijo ir a dar mucho reseñas personas muchas hacen agradable ahorrar dinero tiempo trampa para turistas
23,interesante avenida muchos negocios locales marcas internacionales precios algo más elevados noche música agradable espectáculos callejeros avenida maya vale la pena
24,dejó de comprar comprar tequila ofrecido marido acordó buen tequila espalda precio acordado tequila botella pequeña café tequila llegó a casa horrible como café comprobado tequila incluso totalmente decepcionado sabía botella quería precio dispuesto a pagar buen tequila fotos carteles frente tienda otro dueño de la tienda intentó viejo truco saber trabajo resort mirar banda de resort probar truco dar historia conseguir comprar afortunadamente marido sabía truco retirado la avenida un poco trampa para turistas no vayas a menos que te guste el dinero
25,"buen lugar, verifique tal vez mucho acoso, dueños de tiendas, restaurantes, etc. definitivamente, tenga cuidado con los recuerdos extremadamente caros, se lo pasó en grande, probablemente sabiendo que era mejor, comió un restaurante, está bien, eligió el restaurante en la calle lateral, otra visita, mucho mejor, menos acoso, haga que la gente pruebe los negocios, tenga cuidado, siéntase cómodo diciendo"
26,"ciudad favorita tiempos de calle favoritos regresaremos pronto absolutamente amor pasar junto a los vendedores ambulantes tratando de apresurarse ignorar molestar calles recorridas ciudad muchas, muchas veces nunca volveremos absolutamente amo el lugar"
27,hay que ver menos días para niños áreas buenas noche tomar querer experiencia atmósfera divertida noche grupo grande mucha diversión todo almacenar marcas de renombre encontrar ofertas mucho artistas callejeros música calles ocupadas y llenas atmósfera amable vendedores de tiendas intentarían hablar mirar productos uno agresivo grosero nosotros incluso los niños pequeños vendrían con ganas de comprar como dijo hay que ver
28,fue mala elección clima frío frío además muchos viajes también además frío completo comparar nivel de agua fría poco agradable
29,linda calle caminar tipos tiendas restaurante bar vivir méxico una tienda una ofrece foto tomada cachorro de león bebé tigres ver tiempo huir lugar supuesto caminar puerta mundo decir todo hecho animal pensar pobres animales
30,caminata mucho tiendas ofrecen algo tequila varias tiendas de souvenirs probando tequila caro tipo piensa comprar algo se vuelve desagradable
31,quinta avenida playa ruidoso lleno dueños de negocios venta ambulante de productos restaurantes música cursi tiendas de recuerdos divertido observar tomando restaurantes de calidad negocios de servicios que vale la pena revisar debe detener la playa
32,"avenida casi reseñas ejemplo hecho agradable deambular nunca simple no vale la pena tomar pulsera grande reloj usar cubierta pulsera inclusiva gente del hotel intentar trabajar camarero del hotel tienda del hotel, etc, etc. buen corte comenzar precios caros vale la pena intercambiar obtener la mitad del precio original"
33,conocido calle turística playa muchos bares restaurantes masajes tiendas de souvenirs acoso drogas se ofrecen con muchas ganas bebida restaurante calle quinta ir calle paz tranquilidad auténtico sentir
34,todo cuesta taxistas dejan tomar taxi th avenida hotel gente cobrada pesos regresar quería cobrar pesos vio cobrar cosas vender parece caro vale tres veces más confiar en cualquier cosa nadie se vuelva grosero
35,gran lugar vibrante mucho entretenimiento en vivo cuidadoso dos una bebida ofertas ocultas inclusivas propinas factura turística interminable vendedores ambulantes tratando de vender tipos excelentes restaurantes como diversión ubicación atrás relajarse
36,principal ciudad entera playa carmen debe si ciudad uno hoteles área avenida vida llena color música vendedores llegar calle comercial encontrar todo tiendas de ropa souvenirs restaurantes de comida rápida guay intercambio turista vendedores siempre ofrecen productos un parque además hermoso encontrar gente local bailando esperanza como
37,tienden a visitar carmen semanas tiempo quinta avenida cerrar hotel aunque aman el sol arena también les gusta caminar mucho ver muchas cosas interesantes gente mirando la quinta avenida restaurantes coloridos bares cosas turísticas etc méxico dueños de tiendas llamar tiempo muchas personas caminando calle experiencia increíble generalmente caminar la quinta avenida un extremo dos veces al día todos los días seguro aunque los precios un poco inflados restaurantes servicios intercambio obtener comida calidad seguridad alimentaria necesita preocuparse comer varios restaurantes de estilo grandes mini lotes cosas interesantes intente ir de compras varias millas a lo largo de la franja desear negocios de la ciudad por favor todos los demás finalmente ofreciendo drogas cada cinco segundos caminar molesto a un lado vendiendo drogas en todas partes quinta avenida definitivamente agradable divertido interesante experiencia muy recomendable incluso quedarse en playa carmen intentar pasar el día experimentar sonidos
38,vendedores ambulantes llenos tiendas locales marcas internacionales sin embargo cuidadoso precios inflados siempre valor de ganga comprar algo más pequeño tienda local pase por la calle se acercó a varios vendedores llamando casi tirando entrar sucede ignorar prestar atención disfraz hombre maya etc parar tomar fotografías terminar siempre cargar moverse finalmente buen lugar comprar souvenirs
39,capaz de caminar tiendas mucho todo comprar drogas bailar etc. agradable asegurarse de llevar dinero extra propinas la gente se enojaría daría un par de dólares muchos artistas
40,"Desafortunadamente, la avenida está llena, tiendas extremadamente caras, dólares estadounidenses, baratos, definitivamente se ve mucho más barato, poca variedad, los vendedores se venden, se sienten incómodos personalmente, siempre persistentes, vienen a las tiendas, incluso dicen que varios vendedores sugieren hotel, muchos lo dejan en paz, a menudo evitan ir de compras, restaurantes, bares, eligen bien, un corto paseo por la playa."
41,por favor evite el lugar la familia visitó el año el vendedor estafado dijo que nos conocía hotel puso la tarjeta pieza de joyería trajo dijo perdido necesitaba puso en su lugar tomó dos duro por favor visite
42,Realmente disfruté el tiempo comprando en la avenida realmente voy muchos vendedores quieren venir a comprar bastante agresivo pararía a los que se quieren dijo agradecer a los demás persistente aunque leer el viaje alguien más reseña leer las pulseras del resort decirle al resort en realidad capaz sonreír llevar tiendas de recuerdos bastante más baratas comenzando la calle definitivamente gemas artículos hechos a mano definitivamente recomiendo ir menos disfrutar
43,"debe por supuesto gran variedad de restaurantes tiendas locales tiendas internacionales, etc. experiencia increíble caminar calles bellas artes ver artistas calles pasar horas sentirse como minutos amado cada minuto tiempo caminado día noche fue tiempos obtener suficiente"
44,playa carmen ciertamente ha crecido desde principios de la quinta avenida toda la franja extremo norte negocios llenos de todo tipo vendedores ambulantes rápidamente interminable variedad comer beber tiendas de souvenirs innumerables artistas callejeros casi cada esquina ambiente viene viajeros estafadores turistas estafas parada de taxis extremo del ferry avenida paseo en pesos coger regresar la ubicación del taxi se convierte en pesos caminar cuadra dos taxis paseo en pesos a casa taxi llamado restaurante bar cargo más alto quiero comprar ir a almacenar distancia distrito disfrutar mente visitar la avenida todavía lista de artículos cosas playa carmen
45,visité la avenida viaje de un día corto resort con la esperanza de explorar el área local playa carmen gran ciudad idea ir ver reseñas avenida buenos turistas muchas opciones souvenirs costo resorts ejemplo vi tienda vendiendo camisas resort vendiendo excelente ubicación para compras especialmente souvenirs muchas personas muchas opciones de restaurantes en su mayoría cadenas casi imposible caminar calle sin acercarse cada segundo cada tienda puesto de restaurante alguien tratando de arrastrar pensar reconocido resort muñequeras diferentes personas trabajan resort ayudando a la familia tienda día nombrado también fue testigo más bien al lado de nosotros dentro del restaurante ofertas interesantes calle peatonal recomendaría niños correr finalmente cualquiera quiere tomar foto ir empujar comprar algo escuchado ir a la avenida principal encontrar lugares menos turísticos tiempo comprobar lugar turístico en general probablemente valga la pena pasar horas
46,Lo pasamos genial en la quinta avenida esposa incluida decidió pasar la noche excursiones de un día en la quinta avenida nunca se quedó a pasar la noche buen momento sí vendedores poco agresivos esperado se quedó más allá del poco menos agresivo cerca de la terminal del ferry oportunidad ir ambiente nocturno durante el día las cosas realmente se ponen a caminar la cabeza agua que viene clubes casi también sensación moderna área hotel uno lugares se sintió seguro caminar calle las cosas comenzaron recomendaría llegar al resort th diría que la terminal del ferry ave es segura da muy buena sensación espero que la gente se tome el tiempo explorar disfrutar
47,restaurantes compras multitudes diversión rasgar saber drogas reales precios solicitados básicamente pagarían estados consiguieron particularmente una trampa para turistas farmacias cobraron cinco dólares botella de agua ya abierta pagado quería advertir a otros hacer básicamente como tiempos calle pueblo restaurantes entretenimiento chicos tratando de recibir pago imagen restaurantes al aire libre días parciales perder aire acondicionado tiempo tiempo pensamiento justo experiencia esposa molesto
48,experiencia de compra decepcionada hermoso lugar caminar pasar el día tiendas caro extremadamente caro mucha caída precio original la mitad de vergüenza lugar real tienda playa carmen
49,visitar una ciudad encantadora encontrar ruinas vergüenza gente maravillosa trabajadora mala planificación ciudad volvería riviera park
50,"pareja de gemas escondidas que consiguen cientos de lugares malos encuentran un ejemplo, van a un bar, desayunan en la playa, van al lugar justo al otro lado de la calle, desafortunadamente, las tiendas llenas venden chucherías producidas en masa en algún lugar, restaurantes que intentan cobrar dólares, cantidad de comida."
51,saber tal vez obtener destino ir a playa bien semana contar lugar trabajo evitar interminables tiendas restaurantes cultura ver artistas callejeros tiempo molestar a la gente ya sea intentando vender cosas ilegal intentar conseguir restaurantes adivinar gente mirando gente parada uno muchos tomando dos yendo avenida tasa triste una cosas ciudad
52,enfoque de estafa diga camarero hotel recuerde intentar atraer comprar algo cada tienda restaurante masaje compañía de viajes llamadas de drogas venga a gastar dinero caminar calle también bastante sucia
53,"encantador ambiente de vacaciones sentirse inseguro parece un poco oscuro cambios pronto el sol también significa ser molestado mucho dueños de tiendas aunque nunca me sentí acosado encontrado hablar saber hablar pocas compras sábado bebidas personas cadenas habituales como, etc. a lo largo de tiendas de tatuajes para turistas"
54,"ok, bar, toda la franja fue un par de veces, quédate en la avenida, espera pagar tiempos, valorar los productos"
55,avenida larga tiendas de souvenirs caras malos restaurantes encontrar también playa corta limpia realmente sé que la gente encuentra agradable la avenida playa carmen fue agradable críticas playas en todos los demás lugares mucho mejor
56,quisiera compartir mala experiencia avenida pequeño negocio a lo largo de la calle precios extremadamente altos tipo vendedores de souvenirs tipo llegar tiendas trato horrible siempre pregunta dependiendo cambio de precio servicio tomar mal maravillosa mercancía totalmente necesito hacer debido vender mucho diario creer primero vender quiero hacer el día avisar nombre de la avenida años caro recomendar visitar lugar
57,área de sensación general ambiente agradable mucha gente en general área agradece ir un par de veces por visita tiempo alrededor aunque cómodo centro comercial todos se llevaron la máscara pronto obtuvieron el área del centro comercial calle conseguida tiendas más pequeñas personas máscaras a menudo los dueños de las tiendas usan máscaras dentro de las tiendas quieren traer de regreso a casa días restantes minutos regresar ciertamente ir más tiempo
58,primer viaje viaje divertido mucho tercer viaje conseguir viaje barato mierda caro mierda tiempo los restaurantes tienden a ser caros en comparación con cualquier lugar desnudarse dar diversión mirar turistas
59,quiero empezar a revisar la gente viene diciendo hotel sigue caminando ignorar ver pulsera del hotel pretender saber vender drogas clasificar cosas con cuidado en general realmente me gusta ave siempre encontrar buenas gangas toneladas de cafeterías restaurantes quiero probar comida tradicional bebidas heladas pueden enfermar el día dos sucedió
60,top ajuste exactamente mente ambiente bares ok restaurantes caro playa nunca acosado me sentí seguro incluso segunda parte bonitas tiendas cigarros ropa amor paseo final del día excursión a la playa
61,calle playa carmen turistas compran casi todo quieren obtener grandes ofertas mucho turista rasgar bien muchos nuevos amigos encontrar recomendar cosas decir cosas como trabajo orden del hotel confiar tener en cuenta que alguien sabe hospedarse en el hotel le dio una pulsera
62,lugar podrían ser excelentes vendedores ambulantes hecho caminar una cuadra sin cientos de vendedores parar todo el tiempo mentir en lugar de comprar ejemplo decir hecho a mano obviamente producido en masa productos mexicanos producidos también cada uno de los camareros el final del resort comenzó a reproducir como recordado hotel sabía mentir obviamente iba a comprar algo sabe vender turistas hacer muchas ventas se sentó en lugar de nosotros lejos nos quedaría cerca del resort evitar la calle
63,gran lugar caminar parada beber genial observar a la gente lugares interesantes ver gran variedad comida entretenimiento mucha gente negocios particulares necesitan vacaciones turísticas mejores opciones más baratas encontradas cuadras atrás
64,Disfrute de la avenida. Pensé mucho en los vendedores. Los artículos pequeños y agresivos son demasiado caros. Definitivamente recomiendo comer los mejores tacos. Brindan un servicio fantástico.
65,avenida principal calle comercial playa carmen aunque los precios son más altos áreas abiertas mucho más alto encontrar ciudad de méxico ventaja variedad oferta alta calidad espectáculos callejeros tiendas ropa muchos tipos restaurantes varios bares interesados ​​compras sugerir conocer avenida recorrido a pie méxico obtener calle especial
66,emocionante avenida visitar ya sea día noche muchos bares puestos restaurantes todos ambiente bastante vibrante ubicado corazón playa carmen todos vengan bar restaurante música en vivo noche encantadoras tiendas caro como dicho encontrar lugares deseo ir también típica avenida mexicana poco tiempo quiero volver
67,muchas opciones turistas compras muchas cuadras las tiendas se vuelven repetitivas ciertos productos dan la oportunidad comparar artículos calle para caminar tener ganas de correr nunca gente tratando de atraer a la calle gente ocupada con máscara trabajadores caminar lo suficientemente lejos a lo largo de la calle pueblo negocios lejos totalmente cheque turístico cerca del muelle del ferry lugares de interés locales gente mirando entretenimiento en vivo diferente
68,"pasó horas en la avenida muchas tiendas de souvenirs gente acosando comprar cosas excursiones chicos fingiendo camarero hotel uno en realidad reconoce fue platería mira alrededor piensa reconocernos empujarnos comprar miró a la izquierda hecho cosas querer buena calidad joyas de plata ir joyas camareros hotel nos seguían encontrando finalmente saben chicos parecía platería disfrutar disfrutar cosas turísticas baratas disfrutar acosado comprar mirar hablar gente ventas sería bueno poder acceder ver auténtico mexicano vino resort pequeño mercado mucho mejor turista mexicano pensar también hombre tomando fotos turistas viniendo área de entrega realmente pensé que debía amable lista proporcionada turistas fotos nosotros sabemos algo nosotros línea comerciantes un comerciante en realidad mencionó que su esposa iba a venir, dijo realmente malo, realmente cayó raro"
69,ir de compras restaurantes pasear por la avenida genial desafortunadamente imposible caminar una sola cuadra sin que lo molesten comprar souvenirs comer restaurante comprar boletos para el tour tequila tomar un taxi incluso comprar drogas sin parar día noche nunca colocar camino caer
70,Fuimos el día excelentes tiendas de souvenirs restaurantes también caminamos por el centro comercial Carmen también un agradable paseo excelentes tiendas los dueños de las tiendas preguntan venir sí simple gracias moverse pequeño y agradable viaje a la ciudad obtener día de playa almorzamos absolutamente fantástico uno nos ofreció drogas como otros dijeron ver de noche historia diferente vendedores de playa por lo general los que ofrecen también un movimiento simple uno recomendaría durante el día
71,listo decir tiempos prepárese negociar todo negociado joyería visitar múltiples compras experiencia en piedra anillo iniciado también capaz de encontrar masajes baratos tequila para el cabello en cada rincón recomiendo ir muchas tiendas probar hacer comprar recordar negociar
72,"La construcción todavía hace un poco difícil un poco más tranquila la semana pasada habitual, seguro, todavía los chicos preguntan quieren drogas en cada pie, todos revisan los tiempos, año, muchos años, caminan rápido, ven los cambios."
73,en su mayoría marcas cosas mexicanas ofrecidas gente pobre vendiendo basura mantas piso lleno ruidoso bares restaurantes precio bebidas de agua playa pública agradable limpio encantador ir tomar caminar obtener
74,"Fue un día para evitar multitudes, cosas, vendedores caros, gritar, saber, pulsera, resort, fácil."
75,partes de la avenida hermosas agradables tomar tranquilamente caminar comprar souvenirs agarrar morder comer desafortunadamente comerciantes más allá terrible materia dicen visitar comprar obtener comentarios groseros ejemplo mira hermosa cabello real ven a mirar comprar algo novio realmente me gusta ir hacer querer comprar nunca volver avisar a nadie saber claro th ave comprar souvenirs aeropuerto mucho relajante precios
76,todo playa carmen se ocupa gente caminando compras restaurante bar calle gente viva jugando muchos vendedores de poca monta gritando atención ver muchos pesos callejeros disponibles
77,excelente zona de compras de un día para ir de compras hotel ofrecido gratis en realidad vino dos veces calle de tacos excelente lugar para recoger recuerdos tomar fotografías me sentí bastante seguro muchas calles para turistas día noche recomiendo caminar aunque sea cual sea la calle principal que vea también se quedó un día fue a la izquierda el traslado del transbordador un día fue a la derecha
78,actualmente la construcción se cierra completamente partes tira toda la cuadra cada uno más cerca uno usando máscaras faciales en todos los lugares bares llenos de gente especialmente vendedores todavía oye señora sin parar como caminar signo de dólar preguntar beber tequila agresivo otros preguntar novio mexicano deseo parte méxico visitar querer disfrutar quedarse conocer a los lugareños
79,experiencia viaje hotel detenido servicio de hotel excelente gran momento entretenimiento entretenimiento grupal espectáculos etc etc hermosa playa excelente comida cómodo etc etc todo lo que se pueda desear vacaciones de regreso
80,hace años comenzó área encantadora días de playa carmen playa ocupada ruidoso lugar animado tiendas elegantes mercado como tiendas cualquier cosa todo piensa restaurante bares también internacional auténtico local ruidoso curso realmente encantadores literalmente me gusta experiencia personalmente últimos originales encontrar playa entorno original una comida entorno delicioso seguro un tipo curso experiencia de fiesta fiesta larga seguro diversión comida bebidas chicos guapos chicas bailando también encuentran artistas callejeros personas toman fotografías
81,Realmente no puedo entender el alto turista compras bar calle th primer paralelo playa restaurantes bares compras pequeñas tiendas centros comerciales artistas callejeros etc día turista revendedores ofreciendo excursiones noche se vuelve vivo restaurantes bares revendedores desde alta zona turística nunca comí precios inflados calidad de la comida interesante paseo tiempos de la calle atrapar ambiente muy debido también calle nuevos bloques tiempo
82,genial chico tours ofrecidos boletos ir persona precio decir pagar extra hotel parada de autobús intentó recuperar dinero dispuesto a pagar extra contó mejores cosas hablando por teléfono ya sea hacer viaje pagado dijo dio trato barato pagar pago extra cobrar extra volver resort por favor nunca pague la cantidad total tour listo cuidadoso ver chico puesto pequeño th ave
83,diversión caminar noche muchos lugares comprar recuerdos comida bebidas el día se pone molesto vendedores acosan caminar sucede comer afuera restaurante se acercaron diferentes personas tratando de vender recuerdos música cosas
84,avenida th ave playa carmen debe visitar compras restaurante entretenimiento diversión caliente traer agua usar zapatos para caminar disfrutar
85,amor muchas tiendas llenas de todo imagina joyas súper caras deben estar preparadas negociar fijar precio pequeñas tiendas hacer tratos bajo decir ruidoso ocupado preparar también muchos policías también caminar dejar tomar fotografías bonito caso elección
86,recuerda playa pintoresca encantadora hoy lugar ciudad comercial playa perdida cargos hora estacionamiento pagar auto además ve en lugar luciendo mexicano
87,tiendas ambulantes vendedores experiencia interesante casi ofrecen cualquier cosa cerca del primer precio solicitado manténgase atento podría comprar el precio más bajo probablemente obtenga un precio más bajo vendedores de cursos tratando de ganarse la vida artículo a menos que realmente esté pensando en comprar también restaurantes bares comer beber comida beber precios menos nosotros barato avenida muchas cuadras de largo lejos cantidad de tiempo
88,realmente van centros comerciales terribles tiendas de chatarra restaurantes caros taxi molesto vendedores de excursiones tiendas de tequila en lugar de tequila de alta calidad bonita boutique realmente linda
89,molestia ir a intentar disfrutar de la avenida realmente creo que los vendedores mexicanos los turistas entienden que la gente se gana la vida se gana el punto sentir acosar particularmente ignorar comenzar a molestar incluso hacer ver pulsera resort quedarse el último viaje marido resort pulseras pronto pasaría la quinta avenida chico nosotros diciendo camarero resort preguntándonos pareja continuó conversación final nos ofreció el viaje uno gracias hacer viaje darse cuenta real camarero hotel continuó caminando desde que uno los vendedores usaron el primer proveedor molesto honestamente pagando ir lugar caro nosotros tratar molestia como
90,excelente masaje realmente relajante excursiones diarias masaje casi el día razonable nosotros habitación tranquilo limpio seguro
91,vino calle divertida un viaje nocturno podría pasar horas cosa molesta personal quiero dejar de lado grosero con nosotros
92,fan como pasear mirar alrededor tranquilamente constantemente solicitado mirar comprar restaurante fan grosero entender intentar ganarse la vida constantemente decir gracias también buenas ofertas gastar restaurantes nosotros intentar evitar la calle
93,gastado playa como otros pensaban lugar turístico seguro horrible bombardeado olor mexicano constantemente acosado dueños de tiendas calle gritaban costados ofrecían drogas cada pie extremadamente caros restaurantes salir temprano en la tarde turistas cada tienda hecha basura comprar intentar basura en todas partes playa efectivo fiesta necesitar armado agradable cena zona turística segura
94,"Siempre es un lugar divertido, visite innumerables tiendas, visite las más grandes, incluso las más pequeñas parecen vender productos, sin embargo, busque tiendas bastante pequeñas que vendan productos auténticos hechos localmente."
95,triste ver tigres bebés leones horrible uno tiendas vender fotos dólares por favor apoye el negocio drogas tigres bebés leones ordenar personas capaces de tomar fotografías tigre bebé inmediatamente consiguió también la gente ve hotel pulsera reclamar orden del camarero iniciar conversación ambiente por favor abuso animal por favor apoye a la gente
96,ª avenida popular zona turística de compras playa carmen divertido caminar calle ver mercancías eventualmente los vendedores se cansan un poco especialmente constante recuerda camarero restaurante hotel audiencia tercera vez finalmente se dio cuenta vendedores camareros nombre hotel pulseras del hotel
97,ocupado ocupado avenida ocupado th ave lugar visitar alguna vez quiero observar a la gente mirar recuerdos restaurantes grandes tiendas también helado cabeza especial noche local artesanía personal local disfrutar sentado helado mirando a la gente se pregunta alguna vez disfrutar th ave encontrar disfrutar
98,th Avenue ruidoso animado fiesta calle comercial tarde en la noche música en vivo toneladas restaurantes clubes tiendas de tequila bares dinero local como lo que quiera encontrar recomendar tomar habitación de hotel calle obtener buenas noches restaurantes tender exclusivo muchos buenos lugares comer correr bien th Avenue aspecto joven fiesta lugar amable
99,amado odiado otros quinta avenida tiendas bares restaurantes ubicado día noche duro evitar playa caminar pasado sentarse bar ver folk muchos hombres definitivamente se fueron sintiéndose seguro las mujeres disfrutaron espectáculo
100,avenida th avenida cuadras bulliciosas calle restaurantes llenos bares animados tiendas interesantes muy exclusivo podría esperar méxico limpio puede aventurarse muchos lugares la noche me sentí seguro calles bien iluminadas a lo largo de la gente personal de servicio méxico usa máscaras faciales muchos turistas
101,ª avenida encantador caminar suficiente tenderos llamando consiguiendo cara molesto diferentes hombres dijo camarero recurso venir tienda lotes agradable restaurantes día música lado ruidoso ir repetitivo farmacia tiendas de souvenirs
102,tiendas decentes camine a cualquier lugar debido al tráfico de automóviles increíblemente comercial venta ambulante constante de productos vendedores molestos aunque se quedó colgado diciendo cortésmente caída recuerde línea escuchó vino la respuesta dice que sí funciona siempre
103,"gran variedad de tiendas, las de moda, las elegantes, muchos restaurantes, los bares también dicen que les encantarán los minoristas de gangas, los bares de línea de sabor, usted paga la cerveza, otros de distancia, el costo de la avenida, llama al área de diversión, la avenida"
104,"pareja de gemas escondidas que consiguen cientos de lugares malos encuentran un ejemplo, van a un bar, desayunan en la playa, van al lugar justo al otro lado de la calle, desafortunadamente, las tiendas llenas venden chucherías producidas en masa en algún lugar, restaurantes que intentan cobrar dólares, cantidad de comida."
