indice,estrellas,comentario,pos_tags,noun_phrases,entities,entity_density
1750,,must see gorgeous boardwalk sculptures great safe friendly environment party like,"['PROPN', 'PROPN', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN']","['must', 'gorgeous boardwalk sculptures', 'great', 'like']","[{'text': 'must', 'label': 'PER'}, {'text': 'great safe friendly environment', 'label': 'ORG'}]",0.18181818181818182
1844,,get buy nice walk,"['PROPN', 'VERB', 'VERB', 'PROPN']","['get', 'walk']","[{'text': 'get buy nice walk', 'label': 'MISC'}]",0.25
1874,,hermosa playa arena suave agua tibia hermosa abundancia vendedores olvidar sandalias vida todo lo cercano agua hermosa,"['ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'DET', 'PRON', 'ADJ', 'NOUN', 'ADJ']","['hermosa playa', 'agua tibia', 'hermosa abundancia vendedores', 'sandalias vida', 'todo lo cercano agua']",[],0.0
1887,,pescar muy divertido varias estatuas humanas personas vestidas tomar fotos mejor consejo tomar selfie corta distancia gratis,"['VERB', 'ADV', 'ADJ', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'PROPN']","['varias estatuas humanas', 'personas vestidas tomar fotos mejor consejo tomar selfie corta distancia gratis']",[],0.0
1993,,want harassed take walk much see get water taxi like,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",['want harassed take walk much see get water taxi like'],"[{'text': 'want harassed take walk much', 'label': 'PER'}, {'text': 'taxi like', 'label': 'MISC'}]",0.2
2323,,like take walks boardwalk relaxing plus see sand sculptures awesome restaurants,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'PROPN']","['like take walks boardwalk relaxing plus see sand sculptures', 'restaurants']","[{'text': 'like take walks', 'label': 'PER'}]",0.09090909090909091
2415,,malecon fun boardwalk enjoy visiting puerto vallarta many cool statues fun entertainment,"['ADP', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'AUX', 'PROPN']","['fun boardwalk', 'enjoy visiting puerto vallarta many cool statues fun', 'entertainment']","[{'text': 'malecon fun boardwalk', 'label': 'MISC'}]",0.08333333333333333
2427,,esculturas de arena estatuas humanas ver visitas guiadas a esculturas recomendado oportunidad próxima visita,"['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']","['esculturas', 'arena', 'visitas guiadas a esculturas recomendado oportunidad próxima', 'visita']",[],0.0
2446,,hermosa playa arena suave agua tibia hermosa abundancia vendedores olvidar sandalias vida todo lo cercano agua hermosa,"['ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'DET', 'PRON', 'ADJ', 'NOUN', 'ADJ']","['hermosa playa', 'agua tibia', 'hermosa abundancia vendedores', 'sandalias vida', 'todo lo cercano agua']",[],0.0
2459,,pescar muy divertido varias estatuas humanas personas vestidas tomar fotos mejor consejo tomar selfie corta distancia gratis,"['VERB', 'ADV', 'ADJ', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'PROPN']","['varias estatuas humanas', 'personas vestidas tomar fotos mejor consejo tomar selfie corta distancia gratis']",[],0.0
2513,,picturesque walk bay beautiful sunsets many restaurants bars several good local restaurants great art galleries souvenir shops,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'ADJ', 'VERB', 'PROPN']",['picturesque walk bay beautiful sunsets many restaurants bars several good local restaurants great art galleries'],"[{'text': 'picturesque walk', 'label': 'PER'}, {'text': 'great', 'label': 'ORG'}]",0.11764705882352941
2596,,love malecon constant attention street vendors tequila timeshare salesmen gets bit much days cruise ships avoid best day seem far vendors lots local mexican families enjoying malecon,"['VERB', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'AUX', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADP']","['constant attention street vendors', 'tequila', 'timeshare', 'salesmen gets bit', 'days', 'ships avoid best day', 'lots local', 'families enjoying']","[{'text': 'love malecon constant attention street', 'label': 'PER'}, {'text': 'tequila timeshare', 'label': 'PER'}, {'text': 'cruise ships', 'label': 'ORG'}, {'text': 'best day', 'label': 'ORG'}]",0.14814814814814814
2632,,want harassed take walk much see get water taxi like,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']",['want harassed take walk much see get water taxi like'],"[{'text': 'want harassed take walk much', 'label': 'PER'}, {'text': 'taxi like', 'label': 'MISC'}]",0.2
2756,,like take walks boardwalk relaxing plus see sand sculptures awesome restaurants,"['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'PROPN']","['like take walks boardwalk relaxing plus see sand sculptures', 'restaurants']","[{'text': 'like take walks', 'label': 'PER'}]",0.09090909090909091
2926,,hermosa iglesia antigua siempre asegúrese de asistir a misa asistir a misa en inglés,"['ADJ', 'NOUN', 'ADJ', 'ADV', 'VERB', 'ADP', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN']","['hermosa iglesia antigua', 'misa', 'misa', 'inglés']",[],0.0
2938,,hermosa iglesia catolica visto malecon altar impresionante necesito poder visitar iglesia,"['ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'VERB', 'ADJ', 'VERB', 'AUX', 'VERB', 'PROPN']","['hermosa iglesia catolica', 'iglesia']",[],0.0
2948,,iglesia principal casco antiguo definitivamente vale la pena visitar zona restaurada bonita parte de la ciudad recomendada,"['NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ']","['iglesia', 'principal casco antiguo', 'la pena', 'zona restaurada', 'parte', 'la ciudad recomendada']",[],0.0
2977,,beautiful piece history doors open anyone enter say doors door door iron open even beauty inside crown top amazing must see,"['PROPN', 'VERB', 'PROPN', 'PROPN', 'VERB', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'VERB', 'VERB', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN']","['beautiful', 'history doors', 'enter', 'doors', 'even', 'beauty', 'crown', 'top amazing must', 'see']","[{'text': 'beautiful', 'label': 'MISC'}, {'text': 'history doors open', 'label': 'ORG'}, {'text': 'doors door door', 'label': 'MISC'}, {'text': 'beauty inside', 'label': 'PER'}]",0.19047619047619047
2982,,inglés conseguir asiento minutos misa excelente hermoso,"['NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADJ']","['inglés', 'asiento', 'minutos']",[],0.0
2993,,sin embargo definitivamente puedo apreciar el sitio iglesia hermoso detalle arte mente,"['ADP', 'NOUN', 'ADV', 'AUX', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ']","['el sitio iglesia', 'detalle arte']",[],0.0
2998,,bonita iglesia disfruta mucha gente visita la iglesia historia iglesia interesante,"['ADJ', 'PROPN', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ']","['mucha gente', 'la iglesia historia']","[{'text': 'bonita', 'label': 'MISC'}]",0.09090909090909091
3009,,"hermosa iglesia, definitivamente vale la pena visitarla, impresionante santuario en toda la parte superior de la iglesia, campanario, cruz, hermosa corona, realmente increíble","['ADJ', 'NOUN', 'PUNCT', 'ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT', 'ADJ', 'ADJ', 'ADP', 'DET', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADJ']","['hermosa iglesia', 'la pena', 'toda la parte superior', 'la iglesia', ', campanario', ', cruz', ', hermosa corona']",[],0.0
3013,,hermosa iglesia final arte de la iglesia,"['ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN']","['hermosa iglesia final', 'la iglesia']",[],0.0
3021,,seguro tomar festividades zona centro lleno celebrando dama vendedores de comida mejor comida,"['ADJ', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN']","['festividades zona', 'centro', 'dama', 'vendedores', 'comida', 'mejor comida']",[],0.0
3025,,church end nice square lot locals selling souvenirs enter church quick visit,"['VERB', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'ADJ', 'PROPN', 'ADJ', 'PROPN', 'PROPN']","['end nice square', 'locals selling souvenirs enter church quick', 'visit']","[{'text': 'square lot locals selling souvenirs enter', 'label': 'ORG'}, {'text': 'church quick', 'label': 'ORG'}]",0.16666666666666666
3034,,visitando asistir a misa dama iglesia hermoso sacerdote misa tardes inglesas,"['VERB', 'VERB', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ']","['misa', 'dama iglesia hermoso', 'tardes inglesas']",[],0.0
3071,,manera simple abierta,"['NOUN', 'ADJ', 'ADJ']",['manera simple'],[],0.0
3098,,increíble arquitectura antigua impresionante belleza cosa pagar calle,"['ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN']","['increíble arquitectura antigua', 'impresionante belleza cosa', 'calle']",[],0.0
3103,,Iglesia turística bellamente ornamentada que a menudo vale la pena visitar.,"['PROPN', 'ADJ', 'ADV', 'ADJ', 'SCONJ', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['Iglesia turística', 'la pena']","[{'text': 'Iglesia', 'label': 'ORG'}]",0.08333333333333333
3136,,interesante iglesia iglesias vista impresionante,"['ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ']",['interesante iglesia iglesias vista'],[],0.0
3153,,iglesia absolutamente hermosa debe visitar estatuas arquitectura increíble,"['PROPN', 'ADV', 'ADJ', 'AUX', 'VERB', 'NOUN', 'NOUN', 'ADJ']","['iglesia absolutamente hermosa', 'estatuas arquitectura']",[],0.0
3160,,vi la iglesia la primera noche hermoso servicio adornado lindo ver algo hermoso,"['VERB', 'DET', 'NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'PRON', 'ADJ']","['la iglesia', 'la primera noche', 'hermoso servicio adornado', 'algo']",[],0.0
3165,,amor iglesia histórica hermoso amor ver cada vez,"['PROPN', 'PROPN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN']","['amor iglesia histórica hermoso amor', 'cada vez']","[{'text': 'amor iglesia', 'label': 'MISC'}]",0.125
3166,,iglesia visitada visitar hermosa iglesia estatuas llenas iglesia de colores,"['PROPN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'PROPN', 'ADP', 'NOUN']","['iglesia visitada', 'hermosa iglesia', 'iglesia', 'colores']",[],0.0
3179,,"Iglesia absolutamente hermosa, hay que verla, estar ocupada.","['PROPN', 'ADV', 'ADJ', 'PUNCT', 'AUX', 'SCONJ', 'VERB', 'PUNCT', 'AUX', 'ADJ', 'PUNCT']",['Iglesia absolutamente hermosa'],"[{'text': 'Iglesia', 'label': 'ORG'}]",0.09090909090909091
3204,,hermosa iglesia,"['ADJ', 'NOUN']",['hermosa iglesia'],[],0.0
3226,,cercano visitando un sitio católico completo más antiguo,"['ADJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'ADJ']",['un sitio católico'],[],0.0
3236,,hermoso amor corona cima arquitectura definitivamente vista ver perdido,"['ADJ', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'VERB', 'ADJ']","['hermoso amor corona cima', 'arquitectura definitivamente vista']","[{'text': 'hermoso amor corona', 'label': 'MISC'}]",0.1111111111111111
3251,,"bonita iglesia, mira alrededor, bonita ciudad, vale la pena visitarla, pasa media hora agradable","['ADJ', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'NUM', 'NOUN', 'ADJ']","[', bonita ciudad', 'la pena', 'media hora agradable']","[{'text': 'bonita iglesia', 'label': 'ORG'}]",0.05555555555555555
3305,,hermosa iglesia iniciada poder ver disfrutar detalles hermosa iglesia,"['ADJ', 'NOUN', 'ADJ', 'AUX', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN']",['hermosa iglesia iniciada poder ver disfrutar detalles hermosa iglesia'],"[{'text': 'iglesia', 'label': 'ORG'}]",0.1111111111111111
3319,,part noon mass saw inside maintained outside must see,"['VERB', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'VERB', 'PROPN', 'PROPN']","['noon mass saw', 'maintained', 'must', 'see']","[{'text': 'part', 'label': 'MISC'}]",0.1111111111111111
3326,,ver visitado masa manera genial belleza interior especial,"['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ']","['masa', 'manera', 'genial belleza interior']",[],0.0
3390,,Primera iglesia vista alterada detrás,"['ADJ', 'PROPN', 'ADJ', 'ADJ', 'ADV']",['Primera iglesia vista'],[],0.0
3435,,hermosa iglesia ir a misa aunque la iglesia estaba llena de gente gran arquitectura,"['ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'AUX', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'NOUN']","['hermosa iglesia', 'misa', 'la iglesia', 'gente gran', 'arquitectura']",[],0.0
3437,,Iglesia nosotros stand hermosa iglesia por dentro bastante grande generalmente mucha gente visitando la iglesia noche iglesia tomando fotografías puesto de la iglesia debe visitar,"['PROPN', 'PRON', 'PROPN', 'ADJ', 'NOUN', 'ADP', 'ADV', 'ADV', 'ADJ', 'ADV', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB']","['Iglesia nosotros stand hermosa iglesia por dentro bastante grande generalmente mucha gente', 'la iglesia noche iglesia', 'fotografías puesto', 'la iglesia']",[],0.0
3475,,increíble hermosa iglesia antigua maravilloso ver bloques imprescindibles principal vale la pena pasear ve a ver,"['ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'DET', 'NOUN', 'VERB', 'VERB', 'ADP', 'VERB']","['increíble hermosa iglesia antigua', 'bloques imprescindibles', 'la pena']",[],0.0
3485,,una iglesia vista incluso cosa ver,"['DET', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'VERB']",['una iglesia vista incluso cosa'],[],0.0
3511,,iglesia maravillosa iglesia antigua paz amor altar hermoso abierto público sentarse visitar noche iluminado ver ciudad,"['PROPN', 'PROPN', 'PROPN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN']","['iglesia maravillosa', 'noche', 'ciudad']","[{'text': 'iglesia antigua paz', 'label': 'MISC'}]",0.0625
3540,,visto iglesias catedrales mundo uno oro blanco impresionante,"['ADJ', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'NOUN', 'ADJ', 'ADJ']","['iglesias catedrales', 'mundo', 'uno']",[],0.0
3545,,hermoso entorno historia área limpia excelentes oportunidades para tomar fotografías varias tiendas bonitas cerca,"['ADJ', 'NOUN', 'PROPN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADV']","['hermoso entorno historia', 'excelentes oportunidades', 'fotografías', 'varias tiendas bonitas']",[],0.0
3554,,ver entrar tomar foto salir minutos necesita todavía debe,"['VERB', 'VERB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADV', 'AUX']","['foto', 'minutos']",[],0.0
3565,,iglesia hermosa por dentro afuera ubicada en el centro excelente área visita muy buena área de compras excelente área de comida,"['PROPN', 'ADJ', 'ADP', 'ADV', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN']","['iglesia hermosa por dentro', 'el centro', 'excelente área visita', 'muy buena área', 'compras', 'excelente área', 'comida']","[{'text': 'iglesia', 'label': 'ORG'}]",0.047619047619047616
3617,,"hermosa iglesia antigua que vale la pena visitar, por favor use pantalones cortos","['ADJ', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ']","['hermosa iglesia antigua', 'que', 'la pena', 'pantalones cortos']",[],0.0
