indice,comentario_clean,lang,location
47284,excelentes paisajes,fr,la_paz
47314,vrai plage belle depend aimez celleci offre plan deau marcher loin mer ideal enfants naiment savent nager mme desavantages   vagues plage longue marcher presence mini raies piqres potentielles avertis arrivant aucune infrastructure toilette jai prefere tecolote,fr,la_paz
47598,cest endroit bien amenage profiter plage regret lieu interdit chien mme propres tenus laisseet bien eduque 1,fr,la_paz
47716,trs sympa arrivez tt pourrez choisir palapa gratuitement profonds eau claire douche exterieure service nourriture boisson plage,fr,la_paz
47783,trs belle plage familiale plage calme sortie paz faut   parking douche toilette palapas bar,fr,la_paz
48535,cest paradisiac compter quon voit tortues partout,fr,la_paz
48587,paraiso,fr,la_paz
48621,plongee club phocea ilets jouer otaries excellente experience faire,fr,la_paz
48702,musee bien conu 4 salles occupent 1 etage approche complte prehistoire lhistoire tumultueuse peninsule 1ers peuplements lepoque moderne revolutions panneaux explicatifs espagnol qr codes langlais lentree cote 145 pesos etrangers cest raisonnable prendre photos flash toilettes rdc,fr,la_paz
48777,tienes ir,fr,la_paz
48853,trs instructif traduction panneaux anglais qr code pices originales indique,fr,la_paz
49023,beau musee simple interessant,fr,la_paz
49126,excellent museum,fr,la_paz
49220,petit musee trs interessant lhistoire baja california,fr,la_paz
49384,trs interessant dapprendre beaucoup choses lhistoire bassecalifornie populations levolution faune flore coutumes trs enrichissant musee visiter,fr,la_paz
50943,vraiment belle plage,fr,riviera_nayarit
53787,vista lugar s p c t c u l r vale pena temazcal tirolesa puedes dejar hacer visita temazcal ponen mezcla aromas impregnan forma deliciosa disfruta muchisimo tirolesa vista increible azul tan intenso mar caribe zona precisamente junto punta,fr,riviera_maya
