place_name,place_category,rating,review_date,review_text,city_target,
Parque Lázaro Cárdenas,parque,4,07/03/2023,"Nos gustó bastante Parque Lázaro Cárdenas. Nos gustó para hacer una pausa. Además, honestamente, el tema de la atención marcó una diferencia positiva. Fuimos en plan tranquilo entre semana. Fuimos temprano y se disfrutó más. Me quedé con ganas de repetir. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Playa Mismaloya,playa,3,09/03/2026,"Ir a Playa Mismaloya cumplió, aunque esperaba un poco más. Tiene ratos agradables, aunque depende mucho de la hora. Lo mejor fue la organización, pero el tema de los precios estuvo por debajo de lo esperado. Fuimos en pareja al mediodía. Fuimos temprano y se disfrutó más. Puede gustarte más si eliges bien la hora. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Tour de snorkel en Los Arcos,tour,5,14/03/2025,"Una gran sorpresa fue Tour de snorkel en Los Arcos. La logística salió mejor de lo esperado. Además, en general, el tema de la tranquilidad sumó muchísimo. Fuimos solo un domingo. Entre semana se siente mucho más llevadero. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,4,13/01/2025,"Nos gustó bastante Mercado del mar. Hay mucha variedad para curiosear. Además, en general, el tema de la vista me dejó muy buena impresión. Fuimos en plan tranquilo al atardecer. Nos movimos a pie sin complicarnos. Lo recomiendo sin problema. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Paseo en barco por la bahía,tour,5,23/10/2023,"De lo mejor del viaje fue Paseo en barco por la bahía. La logística salió mejor de lo esperado. Además, en general, el tema del ambiente estuvo muy bien. Fuimos en pareja en vacaciones. La zona alrededor tiene bastante movimiento. Lo recomiendo sin problema. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Sendero a Boca de Tomatlán,sendero,3,25/03/2025,"Ir a Sendero a Boca de Tomatlán cumplió, aunque esperaba un poco más. El recorrido está bien, aunque no me pareció imprescindible. Lo mejor fue la tranquilidad, pero el tema de la señalización terminó siendo un problema. Fuimos en plan tranquilo en vacaciones. Llegamos al atardecer y la luz ayudó muchísimo. Puede gustarte más si eliges bien la hora. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Marina Vallarta,paseo,4,21/04/2023,"Muy buena experiencia en Marina Vallarta. Tiene mucho ambiente. Además, honestamente, el tema de la relación calidad-precio destacó bastante. Fuimos con amigos entre semana. Llegamos al atardecer y la luz ayudó muchísimo. Es una parada muy recomendable. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Paseo en barco por la bahía,tour,3,06/03/2026,"La experiencia en Paseo en barco por la bahía fue regular. La idea del tour es buena, pero le faltan detalles. Lo mejor fue el servicio, pero el tema del acceso bajó bastante la experiencia. Fuimos con niños por la mañana. Conviene ir con tiempo y sin prisa. Puede gustarte más si eliges bien la hora. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Bar con terraza en el Malecón,bar,2,10/05/2023,"Salí medio decepcionado de Bar con terraza en el Malecón. La música y el servicio no ayudaron. Encima, el tema del ruido necesita mejorar. Fuimos solo en vacaciones. Nos movimos a pie sin complicarnos. No sentí que el costo o el tiempo se justificaran. La fama del lugar me hizo esperar bastante más.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,3,23/11/2023,"Mi visita a Playa Conchas Chinas estuvo bien, sin más. Tiene ratos agradables, aunque depende mucho de la hora. Lo mejor fue la atención, pero el tema del mantenimiento estuvo por debajo de lo esperado. Fuimos con niños entre semana. El clima nos tocó a favor y eso mejoró todo. No me arrepiento de haber ido. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,5,07/07/2023,"Excelente visita a Resort frente a la playa. El check-in fue rápido y amable. Además, en general, el tema de la tranquilidad marcó una diferencia positiva. Fuimos con niños un domingo. Hay buenos puntos para tomar fotos. Es una parada muy recomendable. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,2,16/01/2023,"No terminé convencido con Paseo por Marina al atardecer. No pude caminarlo con la calma que esperaba. Encima, el tema de la atención bajó bastante la experiencia. Fuimos en pareja entre semana. El clima nos tocó a favor y eso mejoró todo. No sentí que el costo o el tiempo se justificaran. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,2,30/08/2025,"No terminé convencido con Plaza de Armas. No terminó de convencerme el ambiente. Encima, el tema del mantenimiento estuvo por debajo de lo esperado. Fuimos con mis papás de noche. Nos movimos a pie sin complicarnos. Yo me lo saltaría la próxima vez. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,4,12/04/2023,"Muy buena experiencia en Muelle de Los Muertos. Fue una visita muy agradable. Además, la verdad, el tema de la experiencia general marcó una diferencia positiva. Fuimos con niños al atardecer. Fuimos temprano y se disfrutó más. Me quedé con ganas de repetir. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,5,15/08/2024,"De lo mejor del viaje fue Restaurante frente al mar en Marina. Las porciones me parecieron justas. Además, en general, el tema del servicio fue de lo mejor. Fuimos en pareja por la mañana. Hay buenos puntos para tomar fotos. Es una parada muy recomendable. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,5,26/11/2023,"Quedé fascinado con Plaza de Armas. Nos pareció un buen punto de encuentro. Además, honestamente, el tema de la limpieza fue de lo mejor. Fuimos en plan tranquilo al mediodía. Conviene ir con tiempo y sin prisa. Me quedé con ganas de repetir. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Playa Colomitos,playa,2,01/12/2025,"Salí medio decepcionado de Playa Colomitos. La experiencia fue incómoda casi todo el tiempo. Encima, el tema del tiempo de espera dejó mucho que desear. Fuimos solo por la mañana. Entre semana se siente mucho más llevadero. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Me fui con la sensación de que pudo estar mucho mejor.","Puerto Vallarta, Jalisco, México",
Sendero a Boca de Tomatlán,sendero,3,03/05/2025,"Ir a Sendero a Boca de Tomatlán cumplió, aunque esperaba un poco más. Tiene partes bonitas y otras más pesadas. Lo mejor fue la organización, pero el tema de los precios dejó mucho que desear. Fuimos con amigos entre semana. Con calor fuerte conviene llevar agua y bloqueador. Está bien para conocerlo una vez. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Tour de tacos y mariscos,tour,4,25/10/2025,"En general nos fue bien en Tour de tacos y mariscos. El guía explicó todo con claridad. Además, para mí, el tema de la ubicación estuvo muy bien. Fuimos en familia en vacaciones. Entre semana se siente mucho más llevadero. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Zona Romántica,barrio,5,06/11/2024,"Me encantó Zona Romántica. Hay de todo a poca distancia. Además, en general, el tema del ambiente marcó una diferencia positiva. Fuimos con niños de noche. En temporada alta imagino que cambia bastante. Lo volvería a incluir en otro viaje. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,1,24/11/2024,"Salí muy inconforme de Avistamiento de ballenas. Terminó siendo más cansado que disfrutable. Encima, el tema del ruido fue lo más flojo. Fuimos en plan tranquilo un domingo. Conviene ir con tiempo y sin prisa. No volvería así como está. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Tour de tacos y mariscos,tour,5,25/08/2025,"Me encantó Tour de tacos y mariscos. No se sintió apresurado. Además, para mí, el tema de la tranquilidad destacó bastante. Fuimos en plan tranquilo de noche. Conviene ir con tiempo y sin prisa. Es una parada muy recomendable. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,4,04/01/2025,"Muy buena experiencia en Paseo por Marina al atardecer. Se siente muy representativo de la ciudad. Además, la verdad, el tema de la tranquilidad sumó muchísimo. Fuimos con amigos un domingo. Fuimos temprano y se disfrutó más. Sí regresaría. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Café del centro,café,3,30/06/2025,"Pasar por Café del centro tuvo cosas buenas y otras mejorables. El lugar es agradable, pero bastante normal. Lo mejor fue la organización, pero el tema del tiempo de espera terminó siendo un problema. Fuimos en familia entre semana. Fuimos temprano y se disfrutó más. Tiene potencial si cuidan algunos detalles. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Tour de tacos y mariscos,tour,3,27/06/2024,"La vuelta por Tour de tacos y mariscos fue bastante normal. La idea del tour es buena, pero le faltan detalles. Lo mejor fue el ambiente, pero el tema de la saturación de gente bajó bastante la experiencia. Fuimos en plan tranquilo de noche. Llegamos al atardecer y la luz ayudó muchísimo. Está bien para conocerlo una vez. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,3,05/08/2024,"Ir a Galería de arte local cumplió, aunque esperaba un poco más. Hay piezas interesantes, aunque la visita es corta. Lo mejor fue la vista, pero el tema de la organización necesita mejorar. Fuimos solo un domingo. En temporada alta imagino que cambia bastante. No me arrepiento de haber ido. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Tour de snorkel en Los Arcos,tour,5,15/04/2024,"Quedé fascinado con Tour de snorkel en Los Arcos. La actividad estuvo muy bien llevada. Además, honestamente, el tema del ambiente sumó muchísimo. Fuimos en plan tranquilo al mediodía. Con calor fuerte conviene llevar agua y bloqueador. Me quedé con ganas de repetir. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Zona Romántica,barrio,3,18/06/2023,"Mi visita a Zona Romántica estuvo bien, sin más. Hay movimiento y opciones, aunque no me sorprendió tanto. Lo mejor fue la atención, pero el tema del ruido dejó mucho que desear. Fuimos con amigos entre semana. Hay buenos puntos para tomar fotos. No me arrepiento de haber ido. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Tour a Yelapa,tour,1,13/09/2023,"Muy mala experiencia en Tour a Yelapa. El tour se sintió desordenado. Encima, el tema del mantenimiento dejó mucho que desear. Fuimos con niños al mediodía. En temporada alta imagino que cambia bastante. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,5,21/04/2025,"Me encantó Muelle de Los Muertos. Nos dejó muy buena impresión. Además, honestamente, el tema de la vista marcó una diferencia positiva. Fuimos con mis papás por la mañana. Conviene ir con tiempo y sin prisa. Lo recomiendo sin problema. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,5,05/04/2024,"Excelente visita a Mercado del mar. Me gustó la mezcla de puestos y colores. Además, para mí, el tema de la tranquilidad sumó muchísimo. Fuimos solo al mediodía. Entre semana se siente mucho más llevadero. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,4,22/04/2023,"Nos gustó bastante Isla del Río Cuale. Tiene ambiente familiar. Además, para mí, el tema de la relación calidad-precio marcó una diferencia positiva. Fuimos solo entre semana. Llegamos al atardecer y la luz ayudó muchísimo. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Paseo en barco por la bahía,tour,3,21/05/2025,"Mi visita a Paseo en barco por la bahía estuvo bien, sin más. Hubo partes entretenidas y otras flojas. Lo mejor fue la relación calidad-precio, pero el tema del acceso dejó mucho que desear. Fuimos en familia un domingo. En temporada alta imagino que cambia bastante. Puede gustarte más si eliges bien la hora. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,5,24/08/2023,"Una gran sorpresa fue Galería de arte local. La selección de obras me gustó mucho. Además, honestamente, el tema de la relación calidad-precio superó lo esperado. Fuimos solo de noche. Llegamos al atardecer y la luz ayudó muchísimo. Es una parada muy recomendable. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Marina Vallarta,paseo,4,21/12/2024,"Muy buena experiencia en Marina Vallarta. Tiene mucho ambiente. Además, la verdad, el tema de la experiencia general destacó bastante. Fuimos con mis papás entre semana. Con calor fuerte conviene llevar agua y bloqueador. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Parroquia de Nuestra Señora de Guadalupe,iglesia,4,28/03/2023,"Salimos contentos de Parroquia de Nuestra Señora de Guadalupe. Es parte importante del carácter del lugar. Además, honestamente, el tema de la tranquilidad me dejó muy buena impresión. Fuimos solo al mediodía. Con calor fuerte conviene llevar agua y bloqueador. Vale mucho la pena. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,5,16/10/2023,"Quedé fascinado con Paseo en lancha al atardecer. El recorrido estuvo bien armado. Además, en general, el tema de la organización estuvo muy bien. Fuimos con mis papás al mediodía. El clima nos tocó a favor y eso mejoró todo. Sí regresaría. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,4,05/11/2025,"Valió la pena conocer Restaurante frente al mar en Marina. La vista suma bastante a la experiencia. Además, la verdad, el tema de la limpieza marcó una diferencia positiva. Fuimos con mis papás al mediodía. Entre semana se siente mucho más llevadero. Definitivamente volvería. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Centro Histórico,barrio,5,10/09/2025,"De lo mejor del viaje fue Centro Histórico. Tiene mucha personalidad. Además, honestamente, el tema de la organización fue de lo mejor. Fuimos en familia en vacaciones. En temporada alta imagino que cambia bastante. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,5,29/10/2024,"Excelente visita a Paseo por Marina al atardecer. Tiene mucho ambiente. Además, honestamente, el tema del ambiente fue de lo mejor. Fuimos en pareja entre semana. Fuimos temprano y se disfrutó más. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Parroquia de Nuestra Señora de Guadalupe,iglesia,4,07/02/2026,"Nos gustó bastante Parroquia de Nuestra Señora de Guadalupe. Es parte importante del carácter del lugar. Además, honestamente, el tema de la experiencia general me dejó muy buena impresión. Fuimos con amigos un domingo. El clima nos tocó a favor y eso mejoró todo. Definitivamente volvería. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Mismaloya,playa,4,06/06/2025,"Nos gustó bastante Mismaloya. El agua estaba agradable. Además, la verdad, el tema de la ubicación fue de lo mejor. Fuimos en plan tranquilo en vacaciones. Entre semana se siente mucho más llevadero. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mercado de artesanías del Malecón,mercado,4,27/06/2024,"Buena visita a Mercado de artesanías del Malecón. Vale la pena caminarlo con calma. Además, para mí, el tema de la tranquilidad destacó bastante. Fuimos en familia al mediodía. Con calor fuerte conviene llevar agua y bloqueador. Definitivamente volvería. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Los Arcos de Mismaloya,tour,3,02/12/2025,"Mi visita a Los Arcos de Mismaloya estuvo bien, sin más. Se disfruta, aunque el ritmo pudo ser mejor. Lo mejor fue la limpieza, pero el tema de la atención estuvo por debajo de lo esperado. Fuimos en plan tranquilo de noche. Fuimos temprano y se disfrutó más. Puede gustarte más si eliges bien la hora. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,4,22/10/2024,"Muy buena experiencia en Playa Conchas Chinas. Se podía pasar un buen rato sin prisa. Además, en general, el tema de la atención sumó muchísimo. Fuimos solo al mediodía. Nos movimos a pie sin complicarnos. Es una parada muy recomendable. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,4,14/01/2023,"Muy buena experiencia en Tour en cuatrimoto. No se sintió apresurado. Además, la verdad, el tema de la vista me dejó muy buena impresión. Fuimos con niños entre semana. El clima nos tocó a favor y eso mejoró todo. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Bar con terraza en el Malecón,bar,3,08/02/2026,"La vuelta por Bar con terraza en el Malecón fue bastante normal. Tiene ambiente, aunque no siempre se siente cómodo. Lo mejor fue la ubicación, pero el tema del acceso necesita mejorar. Fuimos en familia al mediodía. Conviene ir con tiempo y sin prisa. No fue espectacular, pero tampoco un desperdicio. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Hotel boutique en Zona Romántica,hotel,4,13/01/2023,"Nos gustó bastante Hotel boutique en Zona Romántica. La ubicación ayuda muchísimo. Además, la verdad, el tema de la tranquilidad destacó bastante. Fuimos con amigos en vacaciones. Llegamos al atardecer y la luz ayudó muchísimo. Lo recomiendo sin problema. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,5,16/01/2023,"Excelente visita a Muelle de Los Muertos. Se disfruta sin necesidad de hacer gran plan. Además, para mí, el tema de la experiencia general estuvo muy bien. Fuimos en familia un domingo. Conviene ir con tiempo y sin prisa. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Paseo en barco por la bahía,tour,5,05/10/2024,"Excelente visita a Paseo en barco por la bahía. La logística salió mejor de lo esperado. Además, la verdad, el tema de la tranquilidad estuvo muy bien. Fuimos con niños por la mañana. Llegamos al atardecer y la luz ayudó muchísimo. Definitivamente volvería. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,5,30/11/2025,"Me encantó Playa Conchas Chinas. Se podía pasar un buen rato sin prisa. Además, para mí, el tema de la vista marcó una diferencia positiva. Fuimos en pareja de noche. La zona alrededor tiene bastante movimiento. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,4,13/01/2024,"Salimos contentos de Resort frente a la playa. La ubicación ayuda muchísimo. Además, para mí, el tema de la atención destacó bastante. Fuimos con amigos un domingo. El clima nos tocó a favor y eso mejoró todo. Lo recomiendo sin problema. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Playa Los Muertos,playa,2,18/01/2023,"La visita a Playa Los Muertos me dejó dudas. Me costó disfrutar el rato en la arena. Encima, el tema de la limpieza terminó siendo un problema. Fuimos en plan tranquilo en vacaciones. Conviene ir con tiempo y sin prisa. Hay mejores opciones en la zona. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,4,11/02/2023,"Valió la pena conocer Mirador de la Cruz. Las fotos salen increíbles. Además, para mí, el tema de la experiencia general fue de lo mejor. Fuimos con mis papás entre semana. Llegamos al atardecer y la luz ayudó muchísimo. Me quedé con ganas de repetir. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Parque Lázaro Cárdenas,parque,5,21/04/2023,"Una gran sorpresa fue Parque Lázaro Cárdenas. Es agradable para descansar un rato. Además, honestamente, el tema de la limpieza superó lo esperado. Fuimos en familia un domingo. En temporada alta imagino que cambia bastante. Es una parada muy recomendable. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Jardín Botánico de Vallarta,jardín,3,16/09/2024,"La experiencia en Jardín Botánico de Vallarta fue regular. Está agradable, aunque esperaba un poco más. Lo mejor fue el servicio, pero el tema de la atención dejó mucho que desear. Fuimos en plan tranquilo de noche. Entre semana se siente mucho más llevadero. No fue espectacular, pero tampoco un desperdicio. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,3,11/08/2024,"Conocer Paseo en lancha al atardecer estuvo correcto, pero no me sorprendió. La idea del tour es buena, pero le faltan detalles. Lo mejor fue la limpieza, pero el tema de la organización dejó mucho que desear. Fuimos con niños al atardecer. En temporada alta imagino que cambia bastante. No fue espectacular, pero tampoco un desperdicio. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Playa Gemelas,playa,3,14/05/2024,"La experiencia en Playa Gemelas fue regular. Tiene ratos agradables, aunque depende mucho de la hora. Lo mejor fue la limpieza, pero el tema del ruido estuvo por debajo de lo esperado. Fuimos solo por la mañana. Nos movimos a pie sin complicarnos. Está bien para conocerlo una vez. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Los Arcos de Mismaloya,tour,4,29/12/2024,"Valió la pena conocer Los Arcos de Mismaloya. La actividad estuvo muy bien llevada. Además, en general, el tema de la ubicación fue de lo mejor. Fuimos con niños un domingo. La zona alrededor tiene bastante movimiento. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Mercado Municipal Río Cuale,mercado,2,30/09/2025,"La visita a Mercado Municipal Río Cuale me dejó dudas. No encontré gran cosa que valiera la pena. Encima, el tema de los precios fue lo más flojo. Fuimos en familia de noche. El clima nos tocó a favor y eso mejoró todo. No sentí que el costo o el tiempo se justificaran. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Sendero a Boca de Tomatlán,sendero,3,10/09/2024,"La experiencia en Sendero a Boca de Tomatlán fue regular. Tiene partes bonitas y otras más pesadas. Lo mejor fue el ambiente, pero el tema del ruido bajó bastante la experiencia. Fuimos en pareja en vacaciones. Conviene ir con tiempo y sin prisa. No fue espectacular, pero tampoco un desperdicio. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Plaza de Armas,plaza,4,05/04/2025,"Muy buena experiencia en Plaza de Armas. Nos pareció un buen punto de encuentro. Además, para mí, el tema de la vista fue de lo mejor. Fuimos en familia de noche. Llegamos al atardecer y la luz ayudó muchísimo. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Tour gastronómico por el centro,tour,4,16/01/2026,"Muy buena experiencia en Tour gastronómico por el centro. No se sintió apresurado. Además, para mí, el tema de la atención superó lo esperado. Fuimos en familia en vacaciones. Con calor fuerte conviene llevar agua y bloqueador. Vale mucho la pena. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,4,09/10/2025,"Nos gustó bastante Isla del Río Cuale. Hay sombra en varios puntos. Además, honestamente, el tema del ambiente destacó bastante. Fuimos solo al mediodía. Fuimos temprano y se disfrutó más. Definitivamente volvería. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Mercado de artesanías del Malecón,mercado,4,06/08/2025,"Salimos contentos de Mercado de artesanías del Malecón. Se encuentran recuerdos bonitos. Además, para mí, el tema de la tranquilidad fue de lo mejor. Fuimos en familia entre semana. Fuimos temprano y se disfrutó más. Sí regresaría. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,5,10/12/2024,"Volvería sin pensarlo a Playa Conchas Chinas. El agua estaba agradable. Además, la verdad, el tema de la tranquilidad sumó muchísimo. Fuimos con niños entre semana. Conviene ir con tiempo y sin prisa. Sí regresaría. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Excursión a las cascadas,tour,4,09/02/2025,"Muy buena experiencia en Excursión a las cascadas. El recorrido estuvo bien armado. Además, la verdad, el tema de la vista superó lo esperado. Fuimos con mis papás de noche. El clima nos tocó a favor y eso mejoró todo. Me quedé con ganas de repetir. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,2,21/07/2023,"Tuve una experiencia floja en Avistamiento de ballenas. Faltó comunicación clara. Encima, el tema de los precios dejó mucho que desear. Fuimos en familia al atardecer. Nos movimos a pie sin complicarnos. Hay mejores opciones en la zona. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Mercado de artesanías del Malecón,mercado,5,21/08/2024,"Volvería sin pensarlo a Mercado de artesanías del Malecón. Vale la pena caminarlo con calma. Además, para mí, el tema de la experiencia general destacó bastante. Fuimos con niños de noche. En temporada alta imagino que cambia bastante. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Playa Los Muertos,playa,4,22/02/2023,"Buena visita a Playa Los Muertos. Se podía pasar un buen rato sin prisa. Además, en general, el tema de la ubicación fue de lo mejor. Fuimos en familia en vacaciones. El clima nos tocó a favor y eso mejoró todo. Sí regresaría. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Café del centro,café,5,14/01/2025,"De lo mejor del viaje fue Café del centro. Es buen sitio para descansar un rato. Además, la verdad, el tema de la organización marcó una diferencia positiva. Fuimos con amigos de noche. Conviene ir con tiempo y sin prisa. Lo recomiendo sin problema. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,2,09/12/2025,"La visita a Paseo en lancha al atardecer me dejó dudas. Parecía que nadie coordinaba bien la actividad. Encima, el tema del ruido necesita mejorar. Fuimos con amigos al mediodía. Hay buenos puntos para tomar fotos. No sentí que el costo o el tiempo se justificaran. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Malecón de Puerto Vallarta,atracción,3,17/06/2025,"Mi visita a Malecón de Puerto Vallarta estuvo bien, sin más. No estuvo mal, solo más normal de lo que imaginaba. Lo mejor fue la atención, pero el tema del mantenimiento fue lo más flojo. Fuimos en familia entre semana. Conviene ir con tiempo y sin prisa. No me arrepiento de haber ido. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,4,30/01/2024,"En general nos fue bien en Galería de arte local. Se nota trabajo de artistas locales. Además, para mí, el tema de la vista marcó una diferencia positiva. Fuimos en plan tranquilo en vacaciones. El clima nos tocó a favor y eso mejoró todo. Sí regresaría. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Centro Histórico,barrio,3,07/10/2023,"La experiencia en Centro Histórico fue regular. Se deja recorrer, pero no todo me gustó igual. Lo mejor fue el servicio, pero el tema de la limpieza fue lo más flojo. Fuimos en plan tranquilo en vacaciones. Hay buenos puntos para tomar fotos. No me arrepiento de haber ido. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,3,31/07/2025,"La experiencia en Isla del Río Cuale fue regular. Está bien para sentarse un rato, aunque no ofrece mucho más. Lo mejor fue la vista, pero el tema de la señalización terminó siendo un problema. Fuimos en pareja de noche. Conviene ir con tiempo y sin prisa. Está bien para conocerlo una vez. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Playa Camarones,playa,4,03/03/2023,"Valió la pena conocer Playa Camarones. La vista de la bahía se disfruta muchísimo. Además, honestamente, el tema del servicio fue de lo mejor. Fuimos en familia en vacaciones. El clima nos tocó a favor y eso mejoró todo. Es una parada muy recomendable. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Jardín Botánico de Vallarta,jardín,1,26/09/2023,"La peor parte del viaje fue Jardín Botánico de Vallarta. Me dejó con sensación de visita floja. Encima, el tema del acceso se notó bastante. Fuimos en familia en vacaciones. Conviene ir con tiempo y sin prisa. No volvería así como está. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
